"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns","flower.cm","bud.cm","fruit.cm","a.flower.cm","infl.cm","phind","PPC1","PPC2","PPC3","phPC","Region","Era","fti"
"919016192",616.01,5,0,0,252.25,290.96,NA,NA,42.38,-71.06,204,1881,157,84,1690.85,801.05,10.7697452229299,17.7472534382734,-0.333915159456203,-0.0854961725109371,1,2.04745052840051,2.36164997321472,0,0,4.40910050161523,0.535630787356639,0.265002944596955,-1.56252550503651,0.628062313185848,-0.265002944596955,"EastCoast","Early",0.0581874296116364
"919011611",614.05,5,1487.45,0,671.84,0,NA,NA,42.73,-70.99,203,1882,151,60,1604.2,637.8,10.6238410596026,20.9617163720889,-0.201995895590211,-0.732019930362259,1,5.4705642862959,0,12.1117987134598,0,17.5823629997557,-0.688860690319503,-1.2381434276239,-0.29022401670412,-1.33933895063178,1.2381434276239,"EastCoast","Early",-1.60589096492395
"919023210",612.05,5,519.536,2139.764,555.401,178.572,NA,NA,42.64,-71.38,222,1882,151,79,1604.2,949.8,10.6238410596026,20.9617163720889,-0.201995895590211,-0.732019930362259,1,4.53721918143942,1.45880238542603,4.24422841271138,17.4803038967405,27.7205538763173,-0.731072330460885,-0.892678107740308,0.594705560625809,-0.49985444439356,0.892678107740308,"EastCoast","Early",-0.807973244819407
"3009077",479.004,10,0,0,267.438,152.69,"Easton, Conneticut","1883-06-20",41.271227,-73.295744,171,1883,156,51,1674.4,468.5,10.7333333333333,20.008344017094,-0.303554099372498,-0.578107105926071,1,5.58321016108425,3.18765605297659,0,0,8.77086621406084,0.363436857338716,0.985181181626178,-1.19224749680919,0.145153540759273,-0.985181181626178,"EastCoast","Early",-1.00947130409149
"919009190",612.05,5,872.15,0,668.04,401.31,NA,NA,44.05368,-71.128404,199,1883,154,79,1490.5,732.25,9.67857142857143,16.2976252319109,-0.266620895637307,-0.674931839987139,1,5.45739727146475,3.27840862674618,7.12482640307165,0,15.8606323012826,-0.24251352047386,0.0866730325378835,0.267825721624626,-0.0499044555100602,-0.0866730325378835,"EastCoast","Early",-0.905216173042325
"OSU_61842",1230,10,0,0,1560.216,0,"Ile Bouchard, Quebec","1884/08/14",45.798548,-73.355309,227,1884,137,89,1421.6,934.95,10.3766423357664,18.7360602589376,-0.330750263662992,-0.155740054035088,1,12.6846829268293,0,0,0,12.6846829268293,0,0.404645993159891,-1.84578967737494,-1.70789518989564,-0.404645993159891,"EastCoast","Early",-0.116887840639457
"3009079",480.004,10,0,0,759.406,464.27,"Ashland Mass","1884-07-02",42.257505,-71.453827,184,1884,144,46,1476.6,468.15,10.2541666666667,18.29640625,-0.442764625247622,-0.4268727010296,1,15.8208264931126,9.67221106490779,0,0,25.4930375580203,0.379405986551996,2.37713571695643,-0.332052787017508,0.124507618643759,-2.37713571695643,"EastCoast","Early",-0.99444462768618
"919016573",614.7,5,0,0,1393.13,1227.58,NA,NA,42.26,-71.46,185,1884,144,47,1476.6,483.45,10.2541666666667,18.29640625,-0.442764625247622,-0.4268727010296,1,11.3317878639987,9.98519603058402,0,0,21.3169838945827,0.46841504783055,2.17740147028492,-0.409329236098454,0.41895029260466,-2.17740147028492,"EastCoast","Early",-0.864236915087874
"366280",1893,10,0,0,1583.173,1337.803,"Rondout, NY","1885/08/01",41.919371,-73.986168,213,1885,145,81,1229.1,781.7,8.47655172413793,18.3245191438763,-0.0118402189844931,-0.844914427420355,1,8.36330163761226,7.06710512414157,0,0,15.4304067617538,0.457998627855895,1.74247788372147,-0.682755862069907,0.396008389049717,-1.74247788372147,"EastCoast","Early",-0.0715489065582063
"919028560",612.05,5,432.56,0,1067.87,230.06,NA,NA,42.26,-71.46,209,1886,132.422289636912,107.5040873818,1592.13661830091,1074.78226160959,8.72166613970943,16.7308995466241,-0.067604738091916,-0.44611402221014,14,8.72371538273017,1.87942161588106,3.53369822726901,0,14.1368352258802,-0.117018879045819,0.325170536932957,-0.254122947462384,-0.678179988263688,-0.325170536932957,"EastCoast","Early",0.142622730596154
"1189113",1169.002,10,157.305,0,664.66,285.523,"Byron, Ontario","1890-08-15",42.953265,-81.333464,227,1890,121.327252875756,88.6450980246837,1291.88568834852,970.178784251563,9.42378449640255,17.625516836122,-0.0317831421229292,-0.588476207265215,12,5.68570455824712,2.44245091111906,1.34563499463645,0,9.47379046400263,0.115773714929643,0.478422028287239,-0.716326816274536,-0.128404516736446,-0.478422028287239,"MidWest","Early",0.0937472075450169
"ILL00121772",881.009,10,0,0,1540.936,779.224,"Massachusetts, Middlesex Co., Bedford","1890-07-17",42.49112,-71.275587,198,1890,152.454943968549,73.1124807159356,1471.88628594877,719.263583810583,10.2771285699094,19.4593447486507,0.0659884220330573,-0.424007310622434,20,17.4905818215251,8.84467695562701,0,0,26.3352587771521,0.33584925177574,2.38261036191032,-0.352544841946165,-0.0263531388743763,-2.38261036191032,"EastCoast","Early",-0.361822213373181
"919031117",616.08,5,2985.82,0,1500.04,782.23,NA,NA,42.49,-71.28,198,1890,152.461198773469,73.2935492752865,1473.1243538109,722.223969481793,10.295676140985,19.4940128367772,0.0666124340215128,-0.421978487601047,20,12.1740683028178,6.34844500714193,24.2324048824828,0,42.7549181924425,-0.41829012032824,0.526017618654434,1.60327880090701,-0.334610626049411,-0.526017618654434,"EastCoast","Early",-1.10799008893859
"1189107",1168.002,10,2503.135,0,1069.673,304.41,"Vicinity of Clifton, Passaic Co., New Jersey","1892-07-06",40.874718,-74.165186,188,1892,192,72,2131.15,779.7,11.0997395833333,33.3201952446832,-0.1614675503493,-0.899858465041978,1,9.15814356482266,2.60624553725079,21.4309136456958,0,33.1953027477693,-0.567088309194892,-0.157932137496135,1.00599806756209,-0.700510189650162,0.157932137496135,"EastCoast","Early",-1.10202128822595
"MU-V-000195925",1164.687,10,1184.077,0,1138.915,703.105,"Passaic Co., Jew Jersey, Clifton","1892-07-06",40.874084,-74.160859,188,1892,192,72,2131.15,779.7,11.0997395833333,33.3201952446832,-0.1614675503493,-0.899858465041978,1,9.77872166513407,6.03685797128327,10.1664824970142,0,25.9820621334316,-0.158941369030801,0.699808963981307,0.949977107032515,-0.107444304151835,-0.699808963981307,"EastCoast","Early",-0.693874348061863
"919011390",614.03,5,854.58,0,1491.7,727.55,NA,NA,43.7,-72.29,202,1892,139.989640509404,54.0601014318921,1252.00597061753,426.579925790528,9.0252676566766,17.6364517171195,0.102018225389069,-0.635826593804143,9,12.1468006449196,5.9243848020455,6.95878051560999,0,25.0299659625751,-0.0413262932562959,0.975107423997199,0.766023975397466,-0.256606541808797,-0.975107423997199,"EastCoast","Early",-1.52711357368351
"931038840",432,5,0,0,707.91,248.08,NA,NA,43.36,-80.31,227,1892,151.39678424581,99.5121705183771,1343.90584845607,965.050557951417,8.99865217333134,20.1818217293167,-0.0322820554586855,-0.662444500034285,15,8.19340277777778,2.8712962962963,0,0,11.0646990740741,0.259500622391448,1.16347419513526,-1.13818990875748,-0.211926445307815,-1.16347419513526,"MidWest","Early",0.223665225645482
"MICH-V-1355526",1169.109,10,0,0,994.5,542.899,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,138.655712740417,76.5516071454302,1416.89958128183,882.271095874273,9.92094012076978,18.1028591059811,-0.308349133017469,-0.279494302389886,12,8.50647801017698,4.64369874836307,0,0,13.1501767585401,0.353128238017587,1.47796728475222,-0.896994680567057,0.0792557344818574,-1.47796728475222,"MidWest","Early",0.0943907370524763
"MICH-V-135527",1170.084,10,638.123,0,445.615,752.827,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,138.655712740417,76.5516071454302,1416.89958128183,882.271095874273,9.92094012076978,18.1028591059811,-0.308349133017469,-0.279494302389886,12,3.80840178995696,6.43395687830959,5.45365119085467,0,15.6960098591212,0.0624557257706642,0.400700098652177,0.356396548942543,0.701163938174504,-0.400700098652177,"MidWest","Early",-0.196281775194446
"3008936",478.017,10,298.285,0,391.011,167.668,"Spring Creek, Mumford NY","1893-07-12",42.991432,-77.865435,193,1893,159.49035094553,96.0597091131109,1556.64092270245,1050.46814566957,9.70055876670684,21.2700890622371,-0.273928830445415,-0.667098320265007,10,8.17985552815067,3.50757399841428,6.24005004006134,0,17.9274795666263,-0.152418304619564,0.428074935916983,0.3274728192106,-0.298735572883441,-0.428074935916983,"MidWest","Early",0.0417521426197351
"919025138",612.08,5,738.41,0,0,0,NA,NA,42.48,-71.15,225,1893,163.965068643431,104.798597574437,1640.29881133401,1114.57030685065,9.45625790563269,18.5556641389039,-0.061005333654569,-0.731206162921907,20,0,0,6.03197294471311,0,6.03197294471311,-1,-2.30550992211613,-1.29364492233868,0.352403318698284,2.30550992211613,"EastCoast","Early",-0.633220233326591
"931032380",432,5,360,0,778.32,601.74,NA,NA,43.36,-80.31,185,1893,158.117407773118,55.6685491971251,1398.61870298624,448.223182881657,8.9783275429949,21.2708037758366,-0.201081912550047,-0.83605020043347,15,9.00833333333333,6.96458333333333,4.16666666666667,0,20.1395833333333,0.138926243922623,1.07377976255037,0.468686002890212,0.146885157107294,-1.07377976255037,"MidWest","Early",-1.28858175530713
"OS0015823",1227.059,10,480.667,0,677.112,963.766,"Durham, New York","1894-08-24",42.399792,-74.172669,236,1894,181.441029331238,125.205982007018,1477.45245768828,1108.56759381362,8.43801645042025,20.9944307089784,-0.2095943835244,-0.965268565934047,12,5.51816986795256,7.85427595576089,3.9172281039461,0,17.2896739276595,0.227710937076517,0.870009318712023,0.368039959905039,0.615101473268166,-0.870009318712023,"EastCoast","Early",0.578327064443709
"OS0016035",1228.08,10,2211.107,0,743.673,1021.966,"Durham, New York","1894-08-24",42.401981,-74.175495,236,1894,181.267180737489,125.018367741196,1476.54581708503,1107.61981942174,8.43885069677201,20.9933137873466,-0.210791675071885,-0.966541748900654,12,6.05557455540356,8.32165656960459,18.0045843918963,0,32.3818155169044,-0.299023623837177,0.384715626160747,1.36137121281153,0.441474792317092,-0.384715626160747,"EastCoast","Early",0.0490404102815917
"MT00043418",1233.015,10,0,0,679.11,620.967,"45.52 -73.62","1894-07-10",45.52,-73.62,191,1894,178,87,1499.25,677.95,8.42275280898876,20.3213502872112,0.116365339359032,-0.681838538204969,1,5.50771888419849,5.03616744321845,0,0,10.5438863274169,0.477638632173325,1.25875017130063,-0.97176432247441,0.465854598122083,-1.25875017130063,"EastCoast","Early",-0.331278841745633
"3009073",477.009,10,908.761,0,261.91,343.96,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,204.103088629694,132.818196173682,2164.00067409915,1546.14811509877,10.7350804438832,27.4122196494753,-0.0382264136394671,-1.01117534582114,20,5.49067208375523,7.21076541532759,19.0512338341625,0,31.7526713332453,-0.372896764954633,0.204163654812633,1.29527093222937,0.400315361930912,-0.204163654812633,"EastCoast","Early",1.15600219383363
"3009074",447.004,10,188.056,0,139.568,274.118,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,204.103088629694,132.818196173682,2164.00067409915,1546.14811509877,10.7350804438832,27.4122196494753,-0.0382264136394671,-1.01117534582114,20,3.12229868189099,6.13233886050237,4.20703170441428,0,13.4616692468076,0.143021427787989,0.35100919514972,0.135062716355119,0.823381330851284,-0.35100919514972,"EastCoast","Early",1.67192038657625
"919020930",612.05,5,712.56,1819.842,671.75,0,NA,NA,42.16,-71.14,241,1894,193.192804705634,133.719274429738,1747.59268515648,1367.06081630159,9.45646983255299,25.7514503882214,0.0976264625809658,-0.903428374421439,20,5.48770525283882,0,5.8210930479536,14.8667755902296,26.175573891022,-0.790350145685972,-1.45274482685506,0.0595855614184954,-1.39690147319015,1.45274482685506,"EastCoast","Early",0.2563164484656
"919022928",614.03,5,0,0,1496.86,493.38,NA,NA,42.16,-71.14,189,1894,193.192804705634,81.7192744297383,1747.59268515648,697.298791047849,9.45646983255299,25.7514503882214,0.0976264625809658,-0.903428374421439,20,12.1888181359217,4.01755614546521,0,0,16.2063742813869,0.247899750783825,1.62146840356298,-0.868868599723644,-0.305290989170159,-1.62146840356298,"EastCoast","Early",-0.508916801838461
"919026438",614.74,5,778.42,0,0,0,NA,NA,42.37,-71.11,279,1894,189.268489357121,172.081750862322,1905.6479495545,1862.91123982909,9.69399786122318,25.3198330384599,0.0983766976378406,-0.892942113003355,20,0,0,6.33129453102125,0,6.33129453102125,-1,-2.3234426645691,-1.26473628786806,0.347825768281431,2.3234426645691,"EastCoast","Early",1.3818540912536
"ILL00121763",1163.028,10,894.22,0,661.559,501.223,"Hartford Co., Connecticut, Southington, river bank (Quinnipiac River)","1895-07-20",41.598676,-72.88533,201,1895,166.397235801557,89.3402252355453,1726.6714853874,884.713188686807,10.4831749871402,23.7505997596163,-0.510740589825963,-0.580942346579969,20,5.68824654264558,4.30963828901798,7.68872288543354,0,17.6866077170971,-0.191053290176675,0.249369779034759,0.457411716486847,0.0956767465546089,-0.249369779034759,"EastCoast","Early",-0.443214913346095
"919020881",616.05,5,1921.54,0,0,0,NA,NA,42.31,-71.12,258,1895,149.66948004917,133.662622704484,1677.06825944965,1520.56801998448,11.1961398536199,18.081969598095,-0.583364551774576,-0.199781423008962,20,0,0,15.5956497037578,0,15.5956497037578,-1,-2.67491001057081,-0.69815027568552,0.258109457437179,2.67491001057081,"EastCoast","Early",0.460018866020958
"MSC0147220",1176.383,10,1217.204,0,418.234,144.247,"Bay Co., Michigan, Bay City","1896-08-02",43.603948,-83.888669,215,1896,169.360035633727,113.595504045277,1711.31155499338,1200.79539097709,10.2464466486159,20.9573493940843,-0.0682266694789274,-0.602563385431923,12,3.55525368863712,1.22619078990431,10.3470043344727,0,15.1284488130141,-0.602891522938048,-0.810118519020506,-0.00754707538352634,-0.338326496969198,0.810118519020506,"MidWest","Early",-0.00393154868676282
"ILL00121775",1164.035,10,530.356,0,1064.37,300.015,"West Roxbury, Meadow, Massachusetts","1896-07-24",42.287018,-71.148413,206,1896,179.514831949029,95.8507176010358,1709.48048780291,941.579015714873,9.50490861537329,24.7974853704188,-0.0207992751664042,-0.536721789670269,20,9.1437972225921,2.57737095534069,4.55618602533429,0,16.2773542032671,-0.121568594335585,0.435215153942883,0.0328338174706838,-0.552864570490526,-0.435215153942883,"EastCoast","Early",-0.220606336476336
"v0305294WIS",896.009,10,1292.063,0,675.109,105.802,"41.62448 -87.39421","1896-06-27",41.62448,-87.39421,179,1896,169.36465593492,78.5276158189389,1966.40772607533,859.082328989874,11.3023402808311,23.9758942920571,-0.225752583910204,-0.515648722720452,8,7.53462297811741,1.18081403200191,14.4202011363725,0,23.1356381464918,-0.572250785586312,-0.508928455641915,0.384657133103947,-0.935334961462171,0.508928455641915,"MidWest","Early",-0.893429196447199
"v0305280WIS",897.009,10,616.141,0,1488.076,0,"40.40631 -74.97616","1896-09-11",40.40631,-74.97616,255,1896,207.692882557479,153.077486721457,2269.5437541634,1970.26698143448,11.0060999000788,31.2888831312836,-0.236302056417114,-0.811590868114598,20,16.5893095832929,0,6.8688385512297,0,23.4581481345226,-0.292812480842042,-0.303299013853525,-0.338345895501053,-2.15265205235225,0.303299013853525,"EastCoast","Early",2.37812081077586
"918950499",154.01,5,0,0,374.83,189.68,NA,NA,45.17,-74.97,226,1896,137.952246137235,95.5199532594648,1219.25001310671,950.27437530518,8.84937913227692,15.0086074071701,0.106775264049036,-0.813518801654268,6,12.169014999026,6.15804168560483,0,0,18.3270566846309,0.336008219517812,1.89424538801629,-0.651648056418222,-0.00209173405795993,-1.89424538801629,"EastCoast","Early",0.260384666126141
"v0305271WIS",896.009,10,680.327,0,649.699,372.99,"40.40628 -74.97646","1897-08-14",40.40628,-74.97646,226,1897,191.182287072852,115.238914117165,2042.89567522343,1342.43991818758,10.439580252,23.0183181614241,-0.217508599869364,-1.03079592146123,20,7.25103207668673,4.16279300765952,7.59285900030022,0,19.0066840846465,-0.180466302136915,0.382700262804608,0.496785104214062,-0.109489480756674,-0.382700262804608,"EastCoast","Early",0.799903050408237
"918950453",155,5,0,0,253.23,66.46,NA,NA,49.282729,-123.120738,211,1897,166.479367552545,108.637314570381,1119.6324483334,762.051826163213,6.46098044166539,12.0080975501457,0.13629720384666,-0.594390070310818,7,8.16870967741935,2.14387096774194,0,0,10.3125806451613,0.207888892364478,1.00112559682232,-1.26653223130403,-0.386440238869075,-1.00112559682232,"WestCoast","Early",-0.374565718060843
"919029603",612.05,5,2628.39,0,1280.41,224.02,NA,NA,42.28,-71.42,233,1897,158.767194924236,110.488528548315,1614.48022313009,1213.16619833451,10.1353891268949,17.5427067700537,-0.0696997232910846,-0.628369648865868,20,10.4600114369741,1.830079241892,21.4720202597827,0,33.7621109386488,-0.581774672015718,-0.25928675220739,0.895674651581493,-1.01148107690493,0.25928675220739,"EastCoast","Early",0.0504964511808074
"1189108",1170.002,10,2794.17,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,158.742912418241,96.7573656505585,1856.8157706806,1009.56818262798,11.1275865585708,20.1772542813545,-0.185496274984241,-0.560904011660619,11,0,0,23.8817540482837,0,23.8817540482837,-1,-2.84913795689397,-0.41728458946751,0.213635657046038,2.84913795689397,"MidWest","Early",-0.91596179565882
"1189112",1170.015,10,1903.797,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,158.742912418241,96.7573656505585,1856.8157706806,1009.56818262798,11.1275865585708,20.1772542813545,-0.185496274984241,-0.560904011660619,11,0,0,16.2715606210177,0,16.2715606210177,-1,-2.69208382430663,-0.670465078897723,0.253725632797333,2.69208382430663,"MidWest","Early",-0.91596179565882
"1189141",170.002,10,1430.93,0,0,0,"3mi N of Fort Lell, M.Y. opposite the upper end of New York Island","1898-08-28",40.909386,-73.93882,240,1898,178.778002690909,125.587231031673,2072.9882438475,1519.9613125003,11.4657055183745,27.2393145228652,-0.197925592372937,-0.787717097090566,20,0,0,84.1713626898507,0,84.1713626898507,-1,-3.37851051621534,0.436095079388841,0.0785068787262948,3.37851051621534,"EastCoast","Early",0.458385171243584
"0070110MOR",1208.026,10,582.961,0,156.589,133.462,"Michigan, Allegan, Saugatuck","1898-07-27",42.657918,-86.196335,208,1898,158.640457908637,96.5457145807161,1856.30322157981,1007.03500076662,11.1406227963179,20.1759146852542,-0.187869735031243,-0.560232090154448,11,1.296238657115,1.1047941021137,4.82573222761762,0,7.22676498684631,-0.5148829569353,-1.05643281155108,-0.713836698616731,0.282755440632809,1.05643281155108,"MidWest","Early",-0.437665907903643
"ILL00121776",1165.027,10,527.156,0,410.824,0,"Michagan, Saugatuck, marsh","1898-07-27",42.661201,-86.207656,208,1898,158.804878590287,96.7450557514139,1856.56527917742,1009.09980386021,11.1230035915104,20.1870955023986,-0.185960686878932,-0.561031854714708,11,3.52630454058146,0,4.52483933848743,0,8.0511438790689,-0.562011983197936,-1.12190990882086,-0.998934329447325,-0.933759566507852,1.12190990882086,"MidWest","Early",-0.479234992813549
"MICH-V-1355532",1166.084,10,1208.483,0,665.939,174.184,"Allegan Co., Michigan, Saugatuck, marsh","1898-07-27",42.652425,-86.189659,208,1898,158.402284343817,96.4538529997273,1856.70911362114,1006.79369419285,11.1613833094443,20.1461234549063,-0.18796089136965,-0.559464813185676,11,5.71090075843593,1.49375173658158,10.3636015930242,0,17.5682540880417,-0.504879415563559,-0.446175338621666,0.181553793124377,-0.578884269525287,0.446175338621666,"MidWest","Early",-0.428312138126275
"v0305291WIS",896.014,10,1474.972,0,511.858,164.779,"42.65578 -86.20542","1898-07-27",42.65578,-86.20542,208,1898,158.584573464086,96.7401537394796,1857.26547361718,1010.07838998394,11.1404952583731,20.1552031278202,-0.184955504454999,-0.560477466416331,11,5.71261163330037,1.83902260455752,16.4614838607432,0,24.0131180986011,-0.608936382028519,-0.530850994177868,0.558996199331648,-0.516097825036637,0.530850994177868,"MidWest","Early",-0.523524330957995
"3008929",479.009,10,358.883,0,0,0,"Saugatuck, Michigan","1898-07-27",42.660885,-86.207913,208,1898,158.793084283306,96.752401587306,1856.63275864017,1009.25958500141,11.1237550460357,20.1848941103462,-0.185804938075925,-0.561017576241198,11,0,0,7.49219743261609,0,7.49219743261609,-1,-2.38668001022747,-1.16279397116302,0.331683667387586,2.38668001022747,"MidWest","Early",-0.91679276337223
"919015637",614.05,5,0,0,2932.96,732.1,NA,NA,41.79,-72.8,189,1898,158.676025816363,65.7801180979898,1709.11378801395,610.019757392574,10.5472721784853,21.7380557039045,-0.164213549547725,-0.972260326782165,20,23.8820942919958,5.96124094129143,0,0,29.8433352332872,0.199751163691727,2.32780301455511,-0.474042483992982,-0.578937960007107,-2.32780301455511,"EastCoast","Early",-0.792083589916743
"919030841",616.03,5,0,0,1379.42,793.76,NA,NA,43.55,-72.97,186,1898,145.879341914126,62.2397886328175,1415.49667666916,479.857522688885,9.69734896104752,20.9323287239498,-0.17899517902921,-0.849578359514832,20,11.1960456471276,6.44254338262747,0,0,17.638589029755,0.365252763231762,1.86939492374463,-0.651253295462323,0.0977540205873652,-1.86939492374463,"EastCoast","Early",-0.977072743485012
"919020479",616.05,5,693.68,0,579.81,226.71,NA,NA,42.47,-71.29,227,1899,185.908609848509,116.384699927425,1637.84484757168,1194.03431313966,9.39257142839647,22.7074319671305,-0.173414457317968,-0.710455589718622,20,4.70586803019235,1.8400292184076,5.63006249492736,0,12.1759597435273,-0.31127183042261,-0.230189697737411,-0.162084519634356,-0.26819026901258,0.230189697737411,"EastCoast","Early",0.269482438706454
"919029775",612.07,5,0,0,1226.4,584.99,NA,NA,41.28,-73.03,192,1899,185.498677448918,80.246577378104,1704.96187129551,796.737162085002,9.77848943157315,22.0955127979196,-0.0906973323487539,-0.779557495712972,20,10.0184619406277,4.77878347247864,0,0,14.7972454131063,0.322950883023534,1.60175619211215,-0.837341181399541,-0.0289622744490267,-1.60175619211215,"EastCoast","Early",-0.166105749588044
"v0305261WIS",896.005,10,771.237,0,0,0,"39.96650 -75.26046","1900-09-16",39.9665,-75.26046,259,1900,207.851261966282,155.149129334815,2548.7549442794,2125.2937885415,12.2309557964094,29.6766924828539,-0.242252528994217,-0.797099920394025,20,0,0,8.60750777060396,0,8.60750777060396,-1,-2.43976525886171,-1.0772174313463,0.3181330126201,2.43976525886171,"EastCoast","Early",2.08837743352749
"931038857",432,5,0,0,1173.52,132.31,NA,NA,43.25,-79.87,181,1900,192.791663940064,74.0969064395128,1864.86870467854,576.856430030562,9.79184596537649,27.0156585625543,-0.0120333017494463,-0.649234076197902,17,13.5824074074074,1.53136574074074,0,0,15.1137731481481,0.101322530497844,1.16595157617907,-1.25731868269305,-0.973966422849305,-1.16595157617907,"MidWest","Early",-0.979811854521758
"ILL00121771",1163.015,10,797.065,0,436.807,484.823,"Middlesex Co., Massachusetts, Boston Back Bay, salt marsh","1901-07-14",42.35591,-71.076826,195,1901,173.142941633722,72.9915579156549,1762.86023831391,707.615034968435,10.2624797184897,27.0254605569615,-0.132126730096966,-0.737318997450719,20,3.75581570315086,4.16867366285044,6.8534369720081,0,14.7779263380094,-0.181673886291634,0.0282530809351844,0.266497788546376,0.380350042807938,-0.0282530809351844,"EastCoast","Early",-0.910711658769232
